n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,poison_rate,backbone
16.0,0.0,0.0,0.47222222222222215,0.28706501738953083,0.47222222222222215,0.016666666666666663,nan,nan,0.275,5.034001016483842,clean,bm25,vanilla,,,
16.0,0.003125000000000001,0.00021580994498051077,0.47222222222222215,0.28706501738953083,0.47222222222222215,0.041666666666666664,nan,nan,0.275,1.3749827477774814,clean,bm25,multi_query,,,
16.0,0.0,0.0,0.47222222222222215,0.28706501738953083,0.47222222222222215,0.016666666666666663,nan,nan,0.275,5.034001016483842,clean,bm25,repr_group,1.0,,
16.0,0.024999999999999998,0.018005257690933352,0.47222222222222215,0.28706501738953083,0.47222222222222215,0.013888888888888886,nan,nan,0.2875,5.03399862931337,clean,bm25,repr_group,0.25,,
16.0,0.10000000000000002,0.051025984463230416,0.47222222222222215,0.28706501738953083,0.47222222222222215,0.013888888888888886,nan,nan,0.275,5.033996242142899,clean,bm25,repr_group,0.0,,
16.0,0.012499999999999997,0.0024207837954442805,0.5,0.3112781244591329,0.5,0.06666666666666667,nan,nan,0.275,5.034001016483842,clean,bm25,repr_both,1.0,,
16.0,0.012499999999999997,0.0024207837954442805,0.4166666666666667,0.23863880325032671,0.4166666666666667,0.275,nan,nan,0.25,5.033992720776639,clean,bm25,repr_both,0.25,,
16.0,0.05,0.011133672435363588,0.3333333333333333,0.1659994820415205,0.3333333333333333,0.09999999999999998,nan,nan,0.23750000000000002,5.033988572923037,clean,bm25,repr_both,0.0,,
16.0,0.0,0.0,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.2375,0.4865513497288524,clean,dense,vanilla,,,
16.0,0.075,0.01462361928085985,0.4666666666666666,0.2715824383712457,0.4666666666666666,0.10416666666666666,nan,nan,0.225,1.2954451634612036,clean,dense,multi_query,,,
16.0,0.125,0.08358482947424854,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.2125,0.166258643701012,clean,dense,manifold,,,
16.0,0.0,0.0,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.2375,0.4865513497288524,clean,dense,repr_group,1.0,,
16.0,0.024999999999999998,0.019642099299200022,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.2375,0.4865513497288524,clean,dense,repr_group,0.25,,
16.0,0.0375,0.03131675852778437,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.25,0.4865513497288524,clean,dense,repr_group,0.0,,
16.0,0.0,0.0,0.5,0.3112781244591329,0.5,0.0,nan,nan,0.2375,0.4861625673828357,clean,dense,repr_both,1.0,,
16.0,0.0,0.0,0.45454545454545453,0.28298011314466626,0.45454545454545453,0.0,nan,nan,0.2375,0.48635695855584404,clean,dense,repr_both,0.25,,
16.0,0.0,0.0,0.45454545454545453,0.28298011314466626,0.45454545454545453,0.0,nan,nan,0.2375,0.48635695855584404,clean,dense,repr_both,0.0,,
16.0,0.1625,0.05941948981986442,0.5,0.3112781244591329,0.5,0.6041666666666666,0.75,0.5375000000000001,0.1,6.3733685639067446,template,bm25,vanilla,,0.005,
16.0,0.15625,0.042202794710066945,0.4743589743589744,0.2889275640871925,0.4743589743589744,0.5555555555555555,0.75,0.525,0.125,1.3798213642157018,template,bm25,multi_query,,0.005,
16.0,0.1625,0.05941948981986442,0.5,0.3112781244591329,0.5,0.6041666666666666,0.75,0.5375000000000001,0.1,6.3733685639067446,template,bm25,repr_group,1.0,0.005,
16.0,0.1625,0.05941948981986442,0.5,0.3112781244591329,0.5,0.6041666666666666,0.75,0.5375000000000001,0.1,6.3733685639067446,template,bm25,repr_group,0.25,0.005,
16.0,0.16250000000000003,0.044428407722618864,0.5,0.3112781244591329,0.5,0.5416666666666666,0.75,0.5375000000000001,0.1,6.297155970676765,template,bm25,repr_group,0.0,0.005,
16.0,0.21249999999999997,0.2211691171345592,0.43076923076923074,0.25069148157345755,0.43076923076923074,0.07142857142857142,0.75,0.35,0.16250000000000003,5.844313422633299,template,bm25,repr_both,1.0,0.005,
16.0,0.1125,0.10803885474862368,0.4487179487179488,0.26657700371525217,0.4487179487179488,0.35833333333333334,0.75,0.42500000000000004,0.1375,6.049064532639356,template,bm25,repr_both,0.25,0.005,
16.0,0.14375,0.11093681899075404,0.4230769230769231,0.24422644334331178,0.4230769230769231,0.375,0.75,0.45,0.1375,6.122196745885127,template,bm25,repr_both,0.0,0.005,
16.0,0.049999999999999996,0.020270286451804797,0.5,0.3112781244591329,0.5,0.4416666666666667,0.5625,0.4125,0.1375,0.5105958430183577,template,dense,vanilla,,0.005,
16.0,0.0875,0.024972137022673122,0.5,0.3112781244591329,0.5,0.24074074074074073,0.625,0.3,0.175,1.2691043178339736,template,dense,multi_query,,0.005,
16.0,0.11249999999999999,0.05288330302763984,0.5,0.3112781244591329,0.5,0.0,0.0625,0.025,0.1875,-0.05774475318955171,template,dense,manifold,,0.005,
16.0,0.049999999999999996,0.020270286451804797,0.5,0.3112781244591329,0.5,0.4416666666666667,0.5625,0.4125,0.1375,0.5105958430183577,template,dense,repr_group,1.0,0.005,
16.0,0.049999999999999996,0.020270286451804797,0.5,0.3112781244591329,0.5,0.4416666666666667,0.5625,0.4125,0.1375,0.5105958430183577,template,dense,repr_group,0.25,0.005,
16.0,0.08125,0.043969071038168744,0.5,0.3112781244591329,0.5,0.4,0.5625,0.4125,0.15000000000000002,0.5092356856192379,template,dense,repr_group,0.0,0.005,
16.0,0.125,0.10084562044901212,0.4458333333333333,0.24970883972426783,0.4458333333333333,0.07142857142857142,0.5625,0.25,0.1875,0.4982712857886345,template,dense,repr_both,1.0,0.005,
16.0,0.06874999999999999,0.027339631354810486,0.4583333333333333,0.28533828075420514,0.4583333333333333,0.275,0.625,0.325,0.175,0.503016249168994,template,dense,repr_both,0.25,0.005,
16.0,0.06874999999999999,0.022911141501380374,0.4583333333333333,0.28533828075420514,0.4583333333333333,0.225,0.625,0.325,0.1625,0.503016249168994,template,dense,repr_both,0.0,0.005,
16.0,0.15625,0.06548575458269755,0.5,0.31127812445913283,0.5,0.7692307692307693,0.75,0.725,0.05,6.360080188677049,template,bm25,vanilla,,0.02,
16.0,0.16250000000000003,0.06867345903037526,0.5,0.31127812445913283,0.5,0.7307692307692307,0.75,0.7,0.05,1.3948322192619567,template,bm25,multi_query,,0.02,
16.0,0.15625,0.06548575458269755,0.5,0.31127812445913283,0.5,0.7692307692307693,0.75,0.725,0.05,6.360080188677049,template,bm25,repr_group,1.0,0.02,
16.0,0.15625,0.06548575458269755,0.5,0.31127812445913283,0.5,0.7692307692307693,0.75,0.725,0.05,6.360080188677049,template,bm25,repr_group,0.25,0.02,
16.0,0.175,0.07413752538599301,0.5,0.31127812445913283,0.5,0.7692307692307693,0.75,0.725,0.037500000000000006,6.246691164063374,template,bm25,repr_group,0.0,0.02,
16.0,0.30625,0.2990526198136311,0.43846153846153846,0.26451212942857,0.43846153846153846,0.0,0.75,0.6375,0.1,6.141274108175278,template,bm25,repr_both,1.0,0.02,
16.0,0.21250000000000002,0.16249363650930662,0.4743589743589744,0.28892756408719256,0.4743589743589744,0.7222222222222223,0.75,0.65,0.0875,6.19601793183385,template,bm25,repr_both,0.25,0.02,
16.0,0.17500000000000002,0.0700891127000198,0.4230769230769231,0.24422644334331178,0.4230769230769231,0.6282051282051283,0.75,0.6375000000000001,0.0875,6.20803470354482,template,bm25,repr_both,0.0,0.02,
