n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,poison_rate,backbone
48.0,0.0,0.0,0.4666666666666667,0.2859465438175779,0.4666666666666667,0.0,nan,nan,0.08333333333333333,5.047132853339494,clean,bm25,vanilla,,,
48.0,0.02604166666666667,0.001695686886175787,0.4481981981981983,0.26560975134132675,0.4481981981981983,0.09876543209876543,nan,nan,0.075,1.3757608826358825,clean,bm25,multi_query,,,
48.0,0.0,0.0,0.4666666666666667,0.2859465438175779,0.4666666666666667,0.0,nan,nan,0.08333333333333333,5.047132853339494,clean,bm25,repr_group,1.0,,
48.0,0.05000000000000001,0.025512992231615197,0.5,0.3112781244591328,0.5,0.0,nan,nan,0.08333333333333333,5.047132853339494,clean,bm25,repr_group,0.0,,
48.0,0.0,0.0,0.4833333333333333,0.29143028141518923,0.4833333333333333,0.0,nan,nan,0.08333333333333333,5.047132853339494,clean,bm25,repr_both,1.0,,
48.0,0.025000000000000005,0.019704399805002333,0.4166666666666667,0.23863880325032666,0.4166666666666667,0.04999999999999998,nan,nan,0.07083333333333335,5.047132853339494,clean,bm25,repr_both,0.0,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.08333333333333333,23.241463899612427,clean,splade,vanilla,,,
48.0,0.1421875,0.11594295097210668,0.4809523809523809,0.2885948752660545,0.4809523809523809,0.15,nan,nan,0.07916666666666668,1.2371988448721,clean,splade,multi_query,,,
48.0,0.0625,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,nan,nan,0.08333333333333333,22.592684392333,clean,splade,manifold,,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.08333333333333333,23.241464138031006,clean,splade,repr_group,1.0,,
48.0,0.07500000000000001,0.05456603022923723,0.5,0.3112781244591328,0.5,0.0,nan,nan,0.07916666666666668,23.229825258255005,clean,splade,repr_group,0.0,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.08333333333333333,23.224197149276733,clean,splade,repr_both,1.0,,
48.0,0.0,0.0,0.46923076923076923,0.2878951269438513,0.46923076923076923,nan,nan,nan,0.08333333333333333,23.19754375219345,clean,splade,repr_both,0.0,,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template,bm25,vanilla,,0.005,
48.0,0.16701388888888888,0.07081870402061957,0.5,0.31127812445913283,0.5,0.7017543859649124,0.75,0.6041666666666666,0.016666666666666666,1.347788263297792,template,bm25,multi_query,,0.005,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template,bm25,repr_group,1.0,0.005,
48.0,0.1875,0.07540280872710806,0.5,0.3112781244591328,0.5,0.7051282051282052,0.75,0.6875,0.012499999999999999,6.7285340899512205,template,bm25,repr_group,0.0,0.005,
48.0,0.325,0.3308320992146736,0.45384615384615384,0.2695740410571341,0.45384615384615384,0.16666666666666666,0.75,0.6250000000000001,0.016666666666666666,6.680268646977048,template,bm25,repr_both,1.0,0.005,
48.0,0.16874999999999998,0.09290860028660355,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.5769230769230769,0.75,0.6125,0.016666666666666666,6.772571587239789,template,bm25,repr_both,0.0,0.005,
48.0,0.1875,0.12615097661240793,0.5,0.31127812445913283,0.5,0.8809523809523809,0.5625,0.5,0.04583333333333334,24.030848681926727,template,splade,vanilla,,0.005,
48.0,0.23072916666666665,0.16606549985583458,0.48571428571428565,0.29426568756432403,0.48571428571428565,0.7051282051282052,0.75,0.4916666666666667,0.03333333333333333,1.2284903591972303,template,splade,multi_query,,0.005,
48.0,0.0625,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,0.0,0.0,0.08333333333333333,22.592684392333,template,splade,manifold,,0.005,
48.0,0.1875,0.12615097661240793,0.5,0.31127812445913283,0.5,0.8809523809523809,0.5625,0.5,0.04583333333333334,24.030848717689512,template,splade,repr_group,1.0,0.005,
48.0,0.225,0.15421821116428913,0.5,0.31127812445913283,0.5,0.7916666666666666,0.5625,0.5,0.0375,24.0166653752327,template,splade,repr_group,0.0,0.005,
48.0,0.0375,0.008310118934276932,0.3999999999999999,0.22912733734318289,0.3999999999999999,1.0,0.5625,0.3875,0.06666666666666667,23.801848673820498,template,splade,repr_both,1.0,0.005,
48.0,0.15,0.08937494484087018,0.47142857142857136,0.28956534105208576,0.47142857142857136,0.6428571428571429,0.5625,0.39999999999999997,0.05833333333333334,23.820406985282897,template,splade,repr_both,0.0,0.005,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template,bm25,vanilla,,0.02,
48.0,0.12604166666666666,0.034407151119031046,0.5,0.31127812445913283,0.5,0.6888888888888888,0.75,0.6583333333333333,0.012499999999999999,1.3467010662859427,template,bm25,multi_query,,0.02,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template,bm25,repr_group,1.0,0.02,
48.0,0.18125,0.07965578449661734,0.5,0.3112781244591328,0.5,0.7692307692307693,0.75,0.75,0.0,6.383636671864987,template,bm25,repr_group,0.0,0.02,
48.0,0.40625,0.4126344449712049,0.5,0.3112781244591328,0.5,0.0,0.75,0.75,0.0,6.368445073393384,template,bm25,repr_both,1.0,0.02,
48.0,0.18125,0.11175062177825495,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.782051282051282,0.75,0.75,0.0,6.378572805707786,template,bm25,repr_both,0.0,0.02,
48.0,0.0625,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,0.5625,0.5625,0.037500000000000006,24.308497428894043,template,splade,vanilla,,0.02,
48.0,0.1640625,0.1475618428726713,0.4604166666666666,0.27198957981214317,0.4604166666666666,0.4791666666666667,0.75,0.5416666666666666,0.03333333333333333,1.205247597666837,template,splade,multi_query,,0.02,
48.0,0.15625,0.15384615384615385,0.4714285714285714,0.28956534105208576,0.4714285714285714,nan,0.5625,0.5125000000000001,0.04583333333333334,21.857541994329296,template,splade,manifold,,0.02,
48.0,0.0625,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,0.5625,0.5625,0.037500000000000006,24.30849747657776,template,splade,repr_group,1.0,0.02,
48.0,0.19999999999999998,0.13957941445873273,0.5,0.31127812445913283,0.5,0.8571428571428571,0.5625,0.5625,0.03333333333333333,24.220182251930236,template,splade,repr_group,0.0,0.02,
48.0,0.0625,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,0.5625,0.5625,0.037500000000000006,24.239298033714295,template,splade,repr_both,1.0,0.02,
48.0,0.075,0.04863603074333741,0.4428571428571429,0.26785255764503874,0.4428571428571429,1.0,0.5625,0.5375,0.04583333333333334,24.16941326856613,template,splade,repr_both,0.0,0.02,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template_plus_projection,bm25,vanilla,,0.005,
48.0,0.16701388888888888,0.07081870402061957,0.5,0.31127812445913283,0.5,0.7017543859649124,0.75,0.6041666666666666,0.016666666666666666,1.347788263297792,template_plus_projection,bm25,multi_query,,0.005,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template_plus_projection,bm25,repr_group,1.0,0.005,
48.0,0.1875,0.07540280872710806,0.5,0.3112781244591328,0.5,0.7051282051282052,0.75,0.6875,0.012499999999999999,6.7285340899512205,template_plus_projection,bm25,repr_group,0.0,0.005,
48.0,0.325,0.3308320992146736,0.45384615384615384,0.2695740410571341,0.45384615384615384,0.16666666666666666,0.75,0.6250000000000001,0.016666666666666666,6.680268646977048,template_plus_projection,bm25,repr_both,1.0,0.005,
48.0,0.16874999999999998,0.09290860028660355,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.5769230769230769,0.75,0.6125,0.016666666666666666,6.772571587239789,template_plus_projection,bm25,repr_both,0.0,0.005,
48.0,0.26875,0.17407410655113947,0.48571428571428565,0.29426568756432403,0.48571428571428565,1.0,1.0,0.875,0.012500000000000002,33.34409284591675,template_plus_projection,splade,vanilla,,0.005,
48.0,0.27708333333333335,0.20120736754605564,0.495,0.30532377154594975,0.495,0.9617117117117118,1.0,0.875,0.012500000000000002,1.3763077894463323,template_plus_projection,splade,multi_query,,0.005,
48.0,0.29374999999999996,0.22194784660524797,0.5,0.31127812445913283,0.5,0.9696969696969697,0.9375,0.8500000000000001,0.020833333333333332,29.41639771029814,template_plus_projection,splade,manifold,,0.005,
48.0,0.26875,0.17407410655113947,0.48571428571428565,0.29426568756432403,0.48571428571428565,1.0,1.0,0.875,0.012500000000000002,33.344092559814456,template_plus_projection,splade,repr_group,1.0,0.005,
48.0,0.34375,0.2337888600331715,0.5,0.31127812445913283,0.5,0.9487179487179487,1.0,0.875,0.012500000000000002,32.04806957244873,template_plus_projection,splade,repr_group,0.0,0.005,
48.0,0.13125,0.06354227994632214,0.42857142857142855,0.23852803036765938,0.42857142857142855,1.0,1.0,0.7999999999999999,0.024999999999999998,31.562569475173948,template_plus_projection,splade,repr_both,1.0,0.005,
48.0,0.2625,0.1740113790779463,0.48571428571428565,0.29426568756432403,0.48571428571428565,0.7666666666666667,1.0,0.7875,0.03333333333333333,31.55885422229767,template_plus_projection,splade,repr_both,0.0,0.005,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template_plus_projection,bm25,vanilla,,0.02,
48.0,0.12604166666666666,0.034407151119031046,0.5,0.31127812445913283,0.5,0.6888888888888888,0.75,0.6583333333333333,0.012499999999999999,1.3467010662859427,template_plus_projection,bm25,multi_query,,0.02,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template_plus_projection,bm25,repr_group,1.0,0.02,
48.0,0.18125,0.07965578449661734,0.5,0.3112781244591328,0.5,0.7692307692307693,0.75,0.75,0.0,6.383636671864987,template_plus_projection,bm25,repr_group,0.0,0.02,
48.0,0.40625,0.4126344449712049,0.5,0.3112781244591328,0.5,0.0,0.75,0.75,0.0,6.368445073393384,template_plus_projection,bm25,repr_both,1.0,0.02,
48.0,0.18125,0.11175062177825495,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.782051282051282,0.75,0.75,0.0,6.378572805707786,template_plus_projection,bm25,repr_both,0.0,0.02,
48.0,0.15625,0.16666666666666666,0.4833333333333333,0.29143028141518923,0.4833333333333333,nan,1.0,0.9875000000000002,0.0,35.15745532512665,template_plus_projection,splade,vanilla,,0.02,
48.0,0.16874999999999998,0.20093328712915098,0.48461538461538456,0.2929570385724156,0.48461538461538456,1.0,1.0,0.9875000000000002,0.0,1.3537893300798494,template_plus_projection,splade,multi_query,,0.02,
48.0,0.08125,0.07692307692307693,0.5,0.3112781244591328,0.5,nan,0.9375,0.9375,0.004166666666666667,30.751210603273815,template_plus_projection,splade,manifold,,0.02,
48.0,0.15625,0.16666666666666666,0.4833333333333333,0.29143028141518923,0.4833333333333333,nan,1.0,0.9875000000000002,0.0,35.15745530128479,template_plus_projection,splade,repr_group,1.0,0.02,
48.0,0.28125,0.18821544520207015,0.5,0.31127812445913283,0.5,1.0,1.0,0.975,0.0,34.88758623600006,template_plus_projection,splade,repr_group,0.0,0.02,
48.0,0.21875,0.25,0.4833333333333333,0.29143028141518923,0.4833333333333333,nan,1.0,0.9875000000000002,0.0,35.11383173465729,template_plus_projection,splade,repr_both,1.0,0.02,
48.0,0.19375,0.15600646166667265,0.4428571428571428,0.26785255764503874,0.4428571428571428,1.0,1.0,0.9375,0.008333333333333333,34.76552863121033,template_plus_projection,splade,repr_both,0.0,0.02,
