n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,poison_rate,backbone
48.0,0.0,0.0,0.4666666666666667,0.2859465438175779,0.4666666666666667,0.0,nan,nan,0.08333333333333333,5.047132853339495,clean,bm25,vanilla,,,
48.0,0.02604166666666667,0.001695686886175787,0.4481981981981983,0.26560975134132675,0.4481981981981983,0.09876543209876543,nan,nan,0.075,1.3757608826358825,clean,bm25,multi_query,,,
48.0,0.0,0.0,0.4666666666666667,0.2859465438175779,0.4666666666666667,0.0,nan,nan,0.08333333333333333,5.047132853339495,clean,bm25,repr_group,1.0,,
48.0,0.05000000000000001,0.025512992231615197,0.5,0.3112781244591328,0.5,0.0,nan,nan,0.08333333333333333,5.047132853339495,clean,bm25,repr_group,0.0,,
48.0,0.0,0.0,0.4833333333333333,0.29143028141518923,0.4833333333333333,0.0,nan,nan,0.08333333333333333,5.047132853339495,clean,bm25,repr_both,1.0,,
48.0,0.025000000000000005,0.019704399805002333,0.4166666666666667,0.23863880325032666,0.4166666666666667,0.04999999999999998,nan,nan,0.07083333333333335,5.047132853339495,clean,bm25,repr_both,0.0,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.12083333333333333,23.45963978767395,clean,splade,vanilla,,,
48.0,0.1486111111111111,0.06618730919084109,0.49523809523809526,0.30560731216086323,0.49523809523809526,0.0,nan,nan,0.09583333333333333,1.2333706410809873,clean,splade,multi_query,,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.10416666666666667,23.054316977811045,clean,splade,manifold,,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.12083333333333333,23.459639728069305,clean,splade,repr_group,1.0,,
48.0,0.05000000000000001,0.03637735348615815,0.5,0.3112781244591328,0.5,0.0,nan,nan,0.12083333333333333,23.451557624340055,clean,splade,repr_group,0.0,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.12083333333333333,23.459639728069305,clean,splade,repr_both,1.0,,
48.0,0.0,0.0,0.5,0.3112781244591328,0.5,nan,nan,nan,0.12083333333333333,23.459639728069305,clean,splade,repr_both,0.0,,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template,bm25,vanilla,,0.005,
48.0,0.16701388888888888,0.07081870402061957,0.5,0.31127812445913283,0.5,0.7017543859649124,0.75,0.6041666666666666,0.016666666666666666,1.347788263297792,template,bm25,multi_query,,0.005,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template,bm25,repr_group,1.0,0.005,
48.0,0.1875,0.07540280872710806,0.5,0.3112781244591328,0.5,0.7051282051282052,0.75,0.6875,0.012499999999999999,6.7285340899512205,template,bm25,repr_group,0.0,0.005,
48.0,0.325,0.3308320992146736,0.45384615384615384,0.2695740410571341,0.45384615384615384,0.16666666666666666,0.75,0.6250000000000001,0.016666666666666666,6.680268646977048,template,bm25,repr_both,1.0,0.005,
48.0,0.16874999999999998,0.09290860028660355,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.5769230769230769,0.75,0.6125,0.016666666666666666,6.772571587239789,template,bm25,repr_both,0.0,0.005,
48.0,0.21875,0.11964809372439056,0.5,0.31127812445913283,0.5,1.0,0.625,0.5375000000000001,0.0625,24.770790815353394,template,splade,vanilla,,0.005,
48.0,0.26458333333333334,0.1494397420046806,0.4955555555555556,0.3059853663140812,0.4955555555555556,0.7023809523809524,0.6666666666666666,0.49583333333333335,0.05833333333333333,1.2359273394783836,template,splade,multi_query,,0.005,
48.0,0.10000000000000002,0.05439182511249932,0.5,0.31127812445913283,0.5,1.0,0.1875,0.1875,0.075,22.755661330985124,template,splade,manifold,,0.005,
48.0,0.21875,0.11964809372439056,0.5,0.31127812445913283,0.5,1.0,0.625,0.5375000000000001,0.0625,24.770790851116185,template,splade,repr_group,1.0,0.005,
