n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,defense,lambda,adaptive,usage
48.0,0.26458333333333334,0.1494397420046806,0.4955555555555556,0.3059853663140812,0.4955555555555556,0.7023809523809524,0.6666666666666666,0.49583333333333335,0.05833333333333333,1.2359273394783836,multi_query,0.0,True,1.0000000077827627
48.0,0.3729166666666666,0.23579113330939988,0.5,0.31127812445913283,0.5,0.8372093023255814,1.0,0.8166666666666665,0.020833333333333332,1.3403981801042681,multi_query,0.25,True,0.9961346982159844
48.0,0.38958333333333334,0.24396962304622066,0.5,0.31127812445913283,0.5,0.8988095238095238,1.0,0.8625000000000002,0.016666666666666666,1.3696940195735177,multi_query,0.5,True,0.9859233201773918
48.0,0.41458333333333336,0.27363345228783126,0.5,0.31127812445913283,0.5,0.9583333333333334,1.0,0.9583333333333334,0.0,1.399619329597866,multi_query,1.0,True,0.9537742761895414
48.0,0.4479166666666667,0.3092478715943744,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.4162126268446709,multi_query,2.0,True,0.8752858632814347
48.0,0.4270833333333333,0.2976181905312341,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.4128401086784874,multi_query,4.0,True,0.7475476093869131
48.0,0.10000000000000002,0.05439182511249932,0.5,0.31127812445913283,0.5,1.0,0.1875,0.1875,0.075,22.755661330985124,manifold,0.0,True,1.0000000077827627
48.0,0.19999999999999998,0.1295266515331927,0.5,0.31127812445913283,0.5,1.0,0.5,0.46249999999999997,0.0625,23.812457587690503,manifold,0.25,True,0.9961346982159844
48.0,0.33125,0.20466147795388612,0.5,0.31127812445913283,0.5,0.9583333333333334,0.8125,0.725,0.02916666666666667,25.81625751870065,manifold,0.5,True,0.9859233201773918
48.0,0.40625,0.26160762763150053,0.5,0.31127812445913283,0.5,0.95,1.0,0.9125,0.004166666666666667,31.53326451051689,manifold,1.0,True,0.9537742761895414
48.0,0.425,0.28778666840107464,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,44.73694988534867,manifold,2.0,True,0.8752858632814347
48.0,0.41250000000000003,0.26787357792958677,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,71.89165991692859,manifold,4.0,True,0.7475476093869131
48.0,0.15624999999999997,0.05973927141446376,0.5,0.31127812445913283,0.5,0.8333333333333334,0.625,0.4875,0.06666666666666667,24.50008860826492,repr_conserving,0.0,True,1.0000000077827627
48.0,0.28125,0.15051143391934207,0.5,0.31127812445913283,0.5,0.6805555555555556,1.0,0.7125,0.029166666666666664,26.560951721668243,repr_conserving,0.25,True,0.9961346982159844
48.0,0.3,0.17020359343855415,0.5,0.31127812445913283,0.5,0.675,1.0,0.775,0.029166666666666664,28.73016604185104,repr_conserving,0.5,True,0.9859233201773918
48.0,0.375,0.2944123438422165,0.5,0.31127812445913283,0.5,0.8214285714285714,1.0,0.9125,0.004166666666666667,33.66088387966156,repr_conserving,1.0,True,0.9537742761895414
48.0,0.39999999999999997,0.4012356224839385,0.5,0.31127812445913283,0.5,0.75,1.0,0.975,0.0,45.676191520690914,repr_conserving,2.0,True,0.8752858632814347
48.0,0.39999999999999997,0.38461538461538464,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,72.35174102783203,repr_conserving,4.0,True,0.7475476093869131
