n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,defense,lambda,adaptive,usage
48.0,0.2109375,0.14724744487825486,0.4904761904761905,0.29993649986259363,0.4904761904761905,0.3148148148148149,0.375,0.1125,0.06666666666666667,1.2224893339886673,multi_query,0.0,True,1.0000000300886873
48.0,0.39999999999999997,0.3016296216468498,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.3979350067256384,multi_query,0.25,True,0.9958531510013504
48.0,0.3979166666666667,0.29423302426190523,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.4029162600943688,multi_query,0.5,True,0.9877696777672208
48.0,0.4000000000000001,0.29750035719044365,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.4057348848317452,multi_query,1.0,True,0.9705583582858832
48.0,0.4333333333333333,0.3127159591304915,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.397273349243598,multi_query,2.0,True,0.9445552765582781
48.0,0.40625,0.2813295951652605,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.4222040187592349,multi_query,4.0,True,0.9170879607572279
48.0,0.0625,0.07142857142857142,0.5,0.31127812445913283,0.5,nan,0.0,0.0,0.09583333333333333,0.5387829787352204,manifold,0.0,True,1.0000000300886873
48.0,0.39375,0.2206462227799553,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,-4.733555650363022,manifold,0.25,True,0.9958531510013504
48.0,0.39375,0.2206462227799553,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,-4.535965774524033,manifold,0.5,True,0.9877696777672208
48.0,0.38125000000000003,0.19157714369241027,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,-4.121185701718885,manifold,1.0,True,0.9705583582858832
48.0,0.4124999999999999,0.2929237696901197,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,-3.3519300835605796,manifold,2.0,True,0.9445552765582781
48.0,0.41250000000000003,0.2786967448142028,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,-1.8300292725635796,manifold,4.0,True,0.9170879607572279
48.0,0.0,0.0,0.5,0.31127812445913283,0.5,nan,0.0625,0.0375,0.07500000000000001,0.8561312980949879,repr_conserving,0.0,True,1.0000000300886873
48.0,0.625,0.8571428571428571,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,1.0157280474901198,repr_conserving,0.25,True,0.9958531510013504
48.0,0.6124999999999999,0.8571428571428571,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,1.2123068988323211,repr_conserving,0.5,True,0.9877696777672208
48.0,0.60625,0.8571428571428571,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,1.6057637110352516,repr_conserving,1.0,True,0.9705583582858832
48.0,0.6,0.8461538461538461,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,2.3931618899106977,repr_conserving,2.0,True,0.9445552765582781
48.0,0.6062500000000001,0.8333333333333334,0.5,0.3112781244591328,0.5,nan,1.0,1.0,0.0,3.9704987853765488,repr_conserving,4.0,True,0.9170879607572279
