n_queries,drift_tv,drift_js,stance_shift,stance_div,stance_onesided,stance_gap,poison_in_topk,poison_share,in_pool_rate,mean_score,attack,retriever,defense,epsilon,poison_rate,backbone
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template_plus_projection,bm25,vanilla,,0.005,
48.0,0.16701388888888888,0.07081870402061957,0.5,0.31127812445913283,0.5,0.7017543859649124,0.75,0.6041666666666666,0.016666666666666666,1.347788263297792,template_plus_projection,bm25,multi_query,,0.005,
48.0,0.1625,0.08056614838779202,0.5,0.3112781244591328,0.5,0.7435897435897436,0.75,0.6875,0.012499999999999999,6.958740294841064,template_plus_projection,bm25,repr_group,1.0,0.005,
48.0,0.1875,0.07540280872710806,0.5,0.3112781244591328,0.5,0.7051282051282052,0.75,0.6875,0.012499999999999999,6.7285340899512205,template_plus_projection,bm25,repr_group,0.0,0.005,
48.0,0.325,0.3308320992146736,0.45384615384615384,0.2695740410571341,0.45384615384615384,0.16666666666666666,0.75,0.6250000000000001,0.016666666666666666,6.680268646977048,template_plus_projection,bm25,repr_both,1.0,0.005,
48.0,0.16874999999999998,0.09290860028660355,0.47435897435897434,0.2889275640871924,0.47435897435897434,0.5769230769230769,0.75,0.6125,0.016666666666666666,6.772571587239789,template_plus_projection,bm25,repr_both,0.0,0.005,
48.0,0.4000000000000001,0.30034145348137636,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.6235564649105072,template_plus_projection,st,vanilla,,0.005,e5-base-v2
48.0,0.4000000000000001,0.29750035719044365,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.4057348848317452,template_plus_projection,st,multi_query,,0.005,e5-base-v2
48.0,0.38125000000000003,0.19157714369241027,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,-4.121185701718885,template_plus_projection,st,manifold,,0.005,e5-base-v2
48.0,0.4000000000000001,0.30034145348137636,0.5,0.3112781244591328,0.5,1.0,1.0,1.0,0.0,1.6235564529895783,template_plus_projection,st,repr_group,1.0,0.005,e5-base-v2
48.0,0.44375000000000003,0.28904397271205196,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.6116442829370499,template_plus_projection,st,repr_group,0.0,0.005,e5-base-v2
48.0,0.6437499999999999,0.8461538461538461,0.5,0.31127812445913283,0.5,nan,1.0,1.0,0.0,1.6103626295924187,template_plus_projection,st,repr_both,1.0,0.005,e5-base-v2
48.0,0.5062500000000001,0.4594554354672794,0.5,0.31127812445913283,0.5,1.0,1.0,1.0,0.0,1.6101713731884957,template_plus_projection,st,repr_both,0.0,0.005,e5-base-v2
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template_plus_projection,bm25,vanilla,,0.02,
48.0,0.12604166666666666,0.034407151119031046,0.5,0.31127812445913283,0.5,0.6888888888888888,0.75,0.6583333333333333,0.012499999999999999,1.3467010662859427,template_plus_projection,bm25,multi_query,,0.02,
48.0,0.11875000000000001,0.037342688673306264,0.5,0.3112781244591328,0.5,0.7,0.75,0.75,0.0,6.393764404179389,template_plus_projection,bm25,repr_group,1.0,0.02,
48.0,0.18125,0.07965578449661734,0.5,0.3112781244591328,0.5,0.7692307692307693,0.75,0.75,0.0,6.383636671864987,template_plus_projection,bm25,repr_group,0.0,0.02,
48.0,0.40625,0.4126344449712049,0.5,0.3112781244591328,0.5,0.0,0.75,0.75,0.0,6.368445073393384,template_plus_projection,bm25,repr_both,1.0,0.02,
